ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,654102,Women who are thin according to BMI (<18.5),3.1,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_THN,114563060,I,1000,0,Total,Total,0,,1,1,ANNUTSWTHN,,2016,DHS,3081,3210,,,
ZAF,654103,Women who are mildly thin according to BMI (17.0-18.4),2.6,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_TH1,114563070,I,1000,0,Total,Total,0,,1,1,ANNUTSWTH1,,2016,DHS,3081,3210,,,
ZAF,654104,Women who are moderately thin according to BMI (<17.0),0.5,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_TH2,114563080,I,1000,0,Total,Total,0,,1,1,ANNUTSWTH2,,2016,DHS,3081,3210,,,
ZAF,654105,Women who are overweight or obese according to BMI (>=25.0),62.2,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_OWT,114563090,I,1000,0,Total,Total,0,,1,1,ANNUTSWOWT,,2016,DHS,3081,3210,,,
ZAF,654107,Women who are overweight according to BMI (25.0-29.9),26.3,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_OVW,114563100,I,1000,0,Total,Total,0,,1,1,ANNUTSWOVW,,2016,DHS,3081,3210,,,
ZAF,654106,Women who are obese according to BMI (>=30.0),35.9,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_OBS,114563110,I,1000,0,Total,Total,0,,1,1,ANNUTSWOBS,,2016,DHS,3081,3210,,,
ZAF,660746,Number of women,3081,0,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_NUM,114563120,D,1000,0,Total,Total,0,,1,1,ANNUTSWNUM,,2016,DHS,,3210,,,
ZAF,337857,Number of women (unweighted),3210,0,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_W_UNW,114563130,U,1000,0,Total,Total,0,,1,1,ANNUTSWUNW,,2016,DHS,3081,,,,
ZAF,594654,Men with height below 145 cm,0.3,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_SHT,114564140,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMSHT,,2016,DHS,3202,3179,,,
ZAF,603608,Number of men,3202,0,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_NM1,114564150,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMNM1,,2016,DHS,,3179,,,
ZAF,383574,Number of men (unweighted),3179,0,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_UN1,114564160,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMUN1,,2016,DHS,3202,,,,
ZAF,621589,Mean Body Mass Index (BMI) for men,23,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_BMI,114564170,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMBMI,,2016,DHS,2336,2457,,,
ZAF,621583,Men with normal BMI (18.5-24.9),65.2,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_NRM,114564180,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMNRM,,2016,DHS,2336,2457,,,
ZAF,621590,Men who are thin according to BMI (<18.5),9.6,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_THN,114564190,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMTHN,,2016,DHS,2336,2457,,,
ZAF,621584,Men who are mildly thin according to BMI (17.0-18.4),7.4,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_TH1,114564200,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMTH1,,2016,DHS,2336,2457,,,
ZAF,621585,Men who are moderately thin according to BMI (<17.0),2.2,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_TH2,114564210,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMTH2,,2016,DHS,2336,2457,,,
ZAF,621586,Men who are overweight or obese according to BMI (>=25.0),25.1,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_OWT,114564220,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMOWT,,2016,DHS,2336,2457,,,
ZAF,621587,Men who are overweight according to BMI (25.0-29.9),17.2,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_OVW,114564230,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMOVW,,2016,DHS,2336,2457,,,
ZAF,621588,Men who are obese according to BMI (>=30.0),7.9,1,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_OBS,114564240,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMOBS,,2016,DHS,2336,2457,,,
ZAF,630792,Number of men,2336,0,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_NUM,114564250,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMNUM,,2016,DHS,,2457,,,
ZAF,342242,Number of men (unweighted),2457,0,ZA,South Africa,2016,ZA2016DHS,AN_NUTS_M_UNW,114564260,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,ANNUTSMUNW,,2016,DHS,2336,,,,
