ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,253256,Number of women,8514,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_W_NUM,135503030,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCWNUM,,2016,DHS,,8514,,,
ZAF,253273,Number of women (unweighted),8514,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_W_UNW,135503040,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCWUNW,,2016,DHS,8514,,,,
ZAF,440517,Had concurrent sexual partners [Women],68.1,1,ZA,South Africa,2016,ZA2016DHS,HA_CONC_W_CNC,135503050,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCWCNC,,2016,DHS,387,394,,,
ZAF,253265,Number of women with multiple partners in the 12 months preceding the survey,387,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_W_NM1,135503060,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCWNM1,,2016,DHS,,394,,,
ZAF,440507,Number of women with multiple partners in the 12 months preceding the survey (unweighted),394,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_W_UN1,135503070,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCWUN1,,2016,DHS,387,,,,
ZAF,318090,Point prevalence of concurrent sexual partners [Men],4.7,1,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_PPV,135504080,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMPPV,,2016,DHS,3202,3179,,,
ZAF,318091,Cumulative prevalence of concurrent sexual partners [Men],12.1,1,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_CPV,135504090,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMCPV,,2016,DHS,3202,3179,,,
ZAF,253266,Number of men,3202,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_NUM,135504100,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMNUM,,2016,DHS,,3179,,,
ZAF,318093,Number of men (unweighted),3179,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_UNW,135504110,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMUNW,,2016,DHS,3202,,,,
ZAF,45811,Had concurrent sexual partners [Men],71,1,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_CNC,135504120,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMCNC,,2016,DHS,544,544,,,
ZAF,43054,Number of men with multiple partners in the 12 months preceding the survey,544,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_NM1,135504130,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMNM1,,2016,DHS,,544,,,
ZAF,434780,Number of men with multiple partners in the 12 months preceding the survey (unweighted),535,0,ZA,South Africa,2016,ZA2016DHS,HA_CONC_M_UN1,135504140,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,HACONCMUN1,,2016,DHS,544,,,,
ZAF,253277,Ever paid for sexual intercourse,4.7,1,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_EPD,135534010,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMEPD,,2016,DHS,3202,3179,,,
ZAF,253274,Paid for sexual intercourse in the past 12 months,2.9,1,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_PD1,135534020,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMPD1,,2016,DHS,3202,3179,,,
ZAF,253275,Number of men,3202,0,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_NUM,135534030,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMNUM,,2016,DHS,,3179,,,
ZAF,253276,Number of men (unweighted),3179,0,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_UNW,135534040,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMUNW,,2016,DHS,3202,,,,
ZAF,24092,Condom use at last paid sexual intercourse,83.1,1,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_CLS,135534050,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMCLS,,2016,DHS,92,86,,,
ZAF,33305,Number of men who paid for sex in the last 12 months,92,0,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_NM1,135534060,D,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMNM1,,2016,DHS,,86,,,
ZAF,432953,Number of men who paid for sex in the last 12 months (unweighted),86,0,ZA,South Africa,2016,ZA2016DHS,HA_PYSX_M_UN1,135534070,U,10000,10000,Total 15-49,Total 15-49,0,,1,1,HAPYSXMUN1,,2016,DHS,92,,,,
ZAF,17331,Sex before the age of 15 [Women],6.1,1,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_W_A15,135763010,I,1000,0,Total,Total,0,,1,1,HAAFSYWA15,,2016,DHS,2842,2913,,,
ZAF,17332,Number of young women,2842,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_W_NM1,135763020,D,1000,0,Total,Total,0,,1,1,HAAFSYWNM1,,2016,DHS,,2913,,,
ZAF,393814,Number of young women (unweighted),2913,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_W_UN1,135763030,U,1000,0,Total,Total,0,,1,1,HAAFSYWUN1,,2016,DHS,50,,,,
ZAF,253307,Sex before the age of 18 [Women],50.3,1,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_W_A18,135763040,I,1000,0,Total,Total,0,,1,1,HAAFSYWA18,,2016,DHS,1984,1995,,,
ZAF,253306,Number of young women age 18-24,1984,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_W_NM2,135763050,D,1000,0,Total,Total,0,,1,1,HAAFSYWNM2,,2016,DHS,,1995,,,
ZAF,407073,Number of young women age 18-24 (unweighted),1995,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_W_UN2,135763060,U,1000,0,Total,Total,0,,1,1,HAAFSYWUN2,,2016,DHS,15,,,,
ZAF,519771,Sex before the age of 15 [Men],14.6,1,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_M_A15,135764070,I,1000,0,Total,Total,0,,1,1,HAAFSYMA15,,2016,DHS,1235,1307,,,
ZAF,526205,Number of young men,1235,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_M_NM1,135764080,D,1000,0,Total,Total,0,,1,1,HAAFSYMNM1,,2016,DHS,,1307,,,
ZAF,253304,Number of young men (unweighted),1307,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_M_UN1,135764090,U,1000,0,Total,Total,0,,1,1,HAAFSYMUN1,,2016,DHS,66,,,,
ZAF,253301,Sex before the age of 18 [Men],66.2,1,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_M_A18,135764100,I,1000,0,Total,Total,0,,1,1,HAAFSYMA18,,2016,DHS,848,888,,,
ZAF,253310,Number of young men age 18-24,848,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_M_NM2,135764110,D,1000,0,Total,Total,0,,1,1,HAAFSYMNM2,,2016,DHS,,888,,,
ZAF,253300,Number of young men age 18-24 (unweighted),888,0,ZA,South Africa,2016,ZA2016DHS,HA_AFSY_M_UN2,135764120,U,1000,0,Total,Total,0,,1,1,HAAFSYMUN2,,2016,DHS,37,,,,
ZAF,452375,Young women never having sexual intercourse,37.4,1,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_NSX,135803010,I,1000,0,Total,Total,0,,1,1,HAPSXYWNSX,,2016,DHS,2508,2621,,,
ZAF,452374,Young women having premarital sex in last year,57.1,1,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_SX1,135803020,I,1000,0,Total,Total,0,,1,1,HAPSXYWSX1,,2016,DHS,2508,2621,,,
ZAF,454888,Number of never-married young women,2508,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_NUM,135803030,D,1000,0,Total,Total,0,,1,1,HAPSXYWNUM,,2016,DHS,,2621,,,
ZAF,287452,Number of never-married young women (unweighted),2621,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_UNW,135803040,U,1000,0,Total,Total,0,,1,1,HAPSXYWUNW,,2016,DHS,2508,,,,
ZAF,358671,Young women using a condom during premarital sex,62.7,1,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_CND,135803050,I,1000,0,Total,Total,0,,1,1,HAPSXYWCND,,2016,DHS,1431,1471,,,
ZAF,253312,Number of never-married young women who had sex in the past year,1431,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_NM1,135803060,D,1000,0,Total,Total,0,,1,1,HAPSXYWNM1,,2016,DHS,,1471,,,
ZAF,358669,Number of never-married young women who had sex in the past year (unweighted),1471,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_W_UN1,135803070,U,1000,0,Total,Total,0,,1,1,HAPSXYWUN1,,2016,DHS,1431,,,,
ZAF,253309,Young men never having sexual intercourse,30.7,1,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_NSX,135804080,I,1000,0,Total,Total,0,,1,1,HAPSXYMNSX,,2016,DHS,1191,1268,,,
ZAF,253305,Young men having premarital sex in last year,62.5,1,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_SX1,135804090,I,1000,0,Total,Total,0,,1,1,HAPSXYMSX1,,2016,DHS,1191,1268,,,
ZAF,253308,Number of never-married men,1191,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_NUM,135804100,D,1000,0,Total,Total,0,,1,1,HAPSXYMNUM,,2016,DHS,,1268,,,
ZAF,253311,Number of never-married men (unweighted),1268,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_UNW,135804110,U,1000,0,Total,Total,0,,1,1,HAPSXYMUNW,,2016,DHS,1191,,,,
ZAF,253313,Young men using a condom during premarital sex,75.9,1,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_CND,135804120,I,1000,0,Total,Total,0,,1,1,HAPSXYMCND,,2016,DHS,744,783,,,
ZAF,253315,Number of men,744,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_NM1,135804130,D,1000,0,Total,Total,0,,1,1,HAPSXYMNM1,,2016,DHS,,783,,,
ZAF,253302,Number of men (unweighted),783,0,ZA,South Africa,2016,ZA2016DHS,HA_PSXY_M_UN1,135804140,U,1000,0,Total,Total,0,,1,1,HAPSXYMUN1,,2016,DHS,744,,,,
ZAF,518745,Young women having multiple partners in last year,4.6,1,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_2PP,135833010,I,1000,0,Total,Total,0,,1,1,HAMSPYW2PP,,2016,DHS,2842,2913,,,
ZAF,518740,Number of young women,2842,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_NM1,135833020,D,1000,0,Total,Total,0,,1,1,HAMSPYWNM1,,2016,DHS,,2913,,,
ZAF,253324,Number of young women (unweighted),2913,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_UN1,135833030,U,1000,0,Total,Total,0,,1,1,HAMSPYWUN1,,2016,DHS,2842,,,,
ZAF,354461,Sexually active young women having multiple partners in last year,7.5,1,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_2PS,135833040,I,1000,0,Total,Total,0,,1,1,HAMSPYW2PS,,2016,DHS,1757,1754,,,
ZAF,253303,Number of sexually active young women,1757,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_NM2,135833050,D,1000,0,Total,Total,0,,1,1,HAMSPYWNM2,,2016,DHS,,1754,,,
ZAF,354462,Number of sexually active young women (unweighted),1754,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_UN2,135833060,U,1000,0,Total,Total,0,,1,1,HAMSPYWUN2,,2016,DHS,1757,,,,
ZAF,429205,Young women using a condom at last sexual intercourse,61.4,1,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_CND,135833070,I,1000,0,Total,Total,0,,1,1,HAMSPYWCND,,2016,DHS,132,153,,,
ZAF,253314,Number of young women,132,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_NM3,135833080,D,1000,0,Total,Total,0,,1,1,HAMSPYWNM3,,2016,DHS,,153,,,
ZAF,429207,Number of young women (unweighted),153,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_W_UN3,135833090,U,1000,0,Total,Total,0,,1,1,HAMSPYWUN3,,2016,DHS,132,,,,
ZAF,253316,Young men having multiple partners in last year,20.7,1,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_2PP,135834100,I,1000,0,Total,Total,0,,1,1,HAMSPYM2PP,,2016,DHS,1235,1307,,,
ZAF,253323,Number of young men,1235,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_NUM,135834110,D,1000,0,Total,Total,0,,1,1,HAMSPYMNUM,,2016,DHS,,1307,,,
ZAF,253326,Number of young men (unweighted),1307,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_UNW,135834120,U,1000,0,Total,Total,0,,1,1,HAMSPYMUNW,,2016,DHS,1235,,,,
ZAF,253334,Sexually active young men having multiple partners in last year,32.4,1,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_2PS,135834130,I,1000,0,Total,Total,0,,1,1,HAMSPYM2PS,,2016,DHS,788,820,,,
ZAF,253336,Number of sexually active young men,788,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_NM2,135834140,D,1000,0,Total,Total,0,,1,1,HAMSPYMNM2,,2016,DHS,,820,,,
ZAF,253331,Number of sexually active young men (unweighted),820,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_UN2,135834150,U,1000,0,Total,Total,0,,1,1,HAMSPYMUN2,,2016,DHS,788,,,,
ZAF,516011,Young men using a condom at last sexual intercourse,72.9,1,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_CND,135834160,I,1000,0,Total,Total,0,,1,1,HAMSPYMCND,,2016,DHS,256,244,,,
ZAF,516010,Number of young men,256,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_NM1,135834170,D,1000,0,Total,Total,0,,1,1,HAMSPYMNM1,,2016,DHS,,244,,,
ZAF,253320,Number of young men (unweighted),244,0,ZA,South Africa,2016,ZA2016DHS,HA_MSPY_M_UN1,135834180,U,1000,0,Total,Total,0,,1,1,HAMSPYMUN1,,2016,DHS,256,,,,
ZAF,253321,"Age-mixing in sexual partnerships (young women age 15-19, any partner in the last 12 months)",5.9,1,ZA,South Africa,2016,ZA2016DHS,HA_AMXY_W_M10,135863010,I,1000,0,Total,Total,0,,1,1,HAAMXYWM10,,2016,DHS,575,1153,,,
ZAF,253322,Number of young women,575,0,ZA,South Africa,2016,ZA2016DHS,HA_AMXY_W_NUM,135863020,D,1000,0,Total,Total,0,,1,1,HAAMXYWNUM,,2016,DHS,,1153,,,
ZAF,253319,Number of young women (unweighted),1153,0,ZA,South Africa,2016,ZA2016DHS,HA_AMXY_W_UNW,135863030,U,1000,0,Total,Total,0,,1,1,HAAMXYWUNW,,2016,DHS,575,,,,
